Store,Date,Weekly_Sales
5,2010-07-02,305993.27
40,2010-07-02,1087578.78
24,2010-07-02,1563387.94
13,2010-07-02,2018314.71
42,2010-07-02,507168.8
6,2010-07-02,1759777.25
9,2010-07-02,528832.54
26,2010-07-02,1078455.48
8,2010-07-02,852333.75
32,2010-07-02,1187988.64
34,2010-07-02,919229.36
11,2010-07-02,1302600.14
43,2010-07-02,667353.79
39,2010-07-02,1352547.7
41,2010-07-02,1273279.79
15,2010-07-02,709337.11
45,2010-07-02,800147.84
19,2010-07-02,1549018.68
29,2010-07-02,581473.55
17,2010-07-02,958875.37
20,2010-07-02,2143676.77
30,2010-07-02,450337.47
23,2010-07-02,1549113.18
44,2010-07-02,300628.19
33,2010-07-02,267495.76
1,2010-07-02,1492418.1400000001
12,2010-07-02,951957.3099999999
25,2010-07-02,759407.87
36,2010-07-02,434252.14999999997
3,2010-07-02,381151.72000000003
16,2010-07-02,610641.42
18,2010-07-02,1257928.35
31,2010-07-02,1311704.92
28,2010-07-02,1399960.15
22,2010-07-02,1120259.71
27,2010-07-02,2024554.1
38,2010-07-02,361181.48
37,2010-07-02,498292.52999999997
10,2010-07-02,1845893.87
14,2010-07-02,2334788.42
18,2010-07-09,1171391.41
42,2010-07-09,570069.48
40,2010-07-09,1058250.91
43,2010-07-09,718748.33
20,2010-07-09,2107285.85
24,2010-07-09,1665502.55
8,2010-07-09,845289.77
29,2010-07-09,563449.43
1,2010-07-09,1546074.18
34,2010-07-09,911210.81
35,2010-07-09,1268766.76
16,2010-07-09,614253.33
31,2010-07-09,1315118.4
38,2010-07-09,343850.34
4,2010-07-09,1812208.22
12,2010-07-09,943506.28
23,2010-07-09,1417535.78
10,2010-07-09,1769793.3699999999
37,2010-07-09,502456.04
21,2010-07-09,714677.47
36,2010-07-09,471713.59
22,2010-07-09,1092654.26
33,2010-07-09,302423.93
30,2010-07-09,436293.4
32,2010-07-09,1077253.67
17,2010-07-09,836915.92
2,2010-07-09,1880902.6199999999
7,2010-07-09,593462.34
41,2010-07-09,1176079.59
44,2010-07-09,280472.78
39,2010-07-09,1330473.47
6,2010-07-09,1690317.99
19,2010-07-09,1577541.24
25,2010-07-09,719591.13
45,2010-07-09,787062.0
5,2010-07-09,291808.87
13,2010-07-09,1870843.9
9,2010-07-09,485389.14999999997
26,2010-07-09,1122356.53
28,2010-07-09,1340293.87
27,2010-07-09,2119163.01
15,2010-07-09,691497.62
14,2010-07-09,2236209.13
11,2010-07-09,1280156.47
3,2010-07-09,349214.18
20,2010-07-16,2031852.16
44,2010-07-16,297099.95
33,2010-07-16,280937.84
36,2010-07-16,466962.04
25,2010-07-16,726997.84
23,2010-07-16,1413124.11
1,2010-07-16,1448938.92
14,2010-07-16,2130287.27
24,2010-07-16,1418697.05
21,2010-07-16,755098.41
9,2010-07-16,474030.51
43,2010-07-16,696844.36
15,2010-07-16,633203.69
10,2010-07-16,1828052.47
13,2010-07-16,1932231.05
11,2010-07-16,1290609.54
26,2010-07-16,1028151.72
34,2010-07-16,930269.79
35,2010-07-16,1124414.8699999999
2,2010-07-16,1845879.79
4,2010-07-16,1898427.66
32,2010-07-16,1120172.24
37,2010-07-16,485150.01
45,2010-07-16,723708.99
22,2010-07-16,988392.99
38,2010-07-16,338277.71
31,2010-07-16,1335433.72
3,2010-07-16,352728.78
27,2010-07-16,1880691.64
12,2010-07-16,916402.76
42,2010-07-16,558837.27
5,2010-07-16,280701.7
6,2010-07-16,1560120.8
30,2010-07-16,438068.71
39,2010-07-16,1339811.68
16,2010-07-16,586583.69
8,2010-07-16,848630.5700000001
29,2010-07-16,512292.01
41,2010-07-16,1179788.3800000001
28,2010-07-16,1225336.41
40,2010-07-16,959229.09
18,2010-07-16,1115514.61
17,2010-07-16,876591.41
7,2010-07-16,557166.35
19,2010-07-16,1412157.02
12,2010-07-23,912403.67
19,2010-07-23,1372043.71
30,2010-07-23,440491.33
37,2010-07-23,491998.12
21,2010-07-23,765823.48
28,2010-07-23,1205884.98
38,2010-07-23,328336.85
15,2010-07-23,598553.43
2,2010-07-23,1781717.71
5,2010-07-23,274742.63
24,2010-07-23,1333740.35
20,2010-07-23,1900535.9
43,2010-07-23,649035.55
42,2010-07-23,491115.86
3,2010-07-23,352864.49
34,2010-07-23,902050.9500000001
33,2010-07-23,252734.31
25,2010-07-23,665290.93
8,2010-07-23,785515.88
40,2010-07-23,922341.82
17,2010-07-23,893504.87
9,2010-07-23,462676.5
45,2010-07-23,714601.11
4,2010-07-23,1848426.78
35,2010-07-23,1121756.43
7,2010-07-23,570231.21
27,2010-07-23,1808250.71
18,2010-07-23,1032908.23
32,2010-07-23,1109574.11
14,2010-07-23,2044155.39
29,2010-07-23,506502.09
39,2010-07-23,1314651.83
1,2010-07-23,1385065.2
26,2010-07-23,971615.62
41,2010-07-23,1192213.8699999999
16,2010-07-23,588344.18
31,2010-07-23,1276031.84
44,2010-07-23,292680.16
6,2010-07-23,1585240.92
36,2010-07-23,452021.2
11,2010-07-23,1244390.03
23,2010-07-23,1333634.45
13,2010-07-23,1907351.2
22,2010-07-23,974123.2
10,2010-07-23,1831676.03
9,2010-07-30,468675.19
7,2010-07-30,603547.16
8,2010-07-30,787295.09
32,2010-07-30,1065350.56
15,2010-07-30,619224.0599999999
39,2010-07-30,1308222.24
22,2010-07-30,970773.64
33,2010-07-30,242047.03
42,2010-07-30,469598.57
2,2010-07-30,1804246.16
37,2010-07-30,487912.95
41,2010-07-30,1211136.6300000001
11,2010-07-30,1250178.89
43,2010-07-30,622112.23
36,2010-07-30,432451.91
26,2010-07-30,1005324.28
5,2010-07-30,268929.03
6,2010-07-30,1532308.78
21,2010-07-30,715876.27
45,2010-07-30,716859.27
13,2010-07-30,1817887.23
24,2010-07-30,1387517.63
23,2010-07-30,1319773.55
28,2010-07-30,1150204.71
12,2010-07-30,913548.25
10,2010-07-30,1832664.03
19,2010-07-30,1366395.96
30,2010-07-30,437893.76
31,2010-07-30,1231993.14
16,2010-07-30,562633.67
38,2010-07-30,336378.38
44,2010-07-30,275020.96
4,2010-07-30,1796637.6099999999
1,2010-07-30,1371986.6
25,2010-07-30,682124.34
35,2010-07-30,1139131.78
14,2010-07-30,2054843.28
17,2010-07-30,833517.19
3,2010-07-30,347955.05
34,2010-07-30,875976.83
29,2010-07-30,509872.77
27,2010-07-30,1816489.53
18,2010-07-30,1078557.6199999999
20,2010-07-30,1955896.59
40,2010-07-30,953393.02
19,2010-08-06,1492060.89
28,2010-08-06,1523101.3800000001
27,2010-08-06,1908036.68
7,2010-08-06,643854.17
23,2010-08-06,1417013.07
11,2010-08-06,1369634.92
18,2010-08-06,1166117.85
31,2010-08-06,1352401.08
6,2010-08-06,1633241.59
32,2010-08-06,1144552.09
39,2010-08-06,1409989.67
44,2010-08-06,296804.49
22,2010-08-06,1010326.14
26,2010-08-06,1125329.77
29,2010-08-06,519787.93
41,2010-08-06,1338132.72
2,2010-08-06,1991909.98
14,2010-08-06,2219813.5
10,2010-08-06,1949236.09
1,2010-08-06,1605491.78
4,2010-08-06,1907638.58
43,2010-08-06,698536.0599999999
24,2010-08-06,1442819.28
17,2010-08-06,795301.17
8,2010-08-06,893399.77
40,2010-08-06,1057295.87
3,2010-08-06,402635.76
42,2010-08-06,579544.2100000001
20,2010-08-06,1910177.38
34,2010-08-06,987435.35
25,2010-08-06,699464.4299999999
5,2010-08-06,303043.02
33,2010-08-06,262789.95
16,2010-08-06,586936.45
36,2010-08-06,467442.94
21,2010-08-06,739279.1900000001
9,2010-08-06,522815.45
15,2010-08-06,639651.24
30,2010-08-06,441407.06
35,2010-08-06,1180183.39
45,2010-08-06,746517.3200000001
13,2010-08-06,1969121.45
38,2010-08-06,378574.44
12,2010-08-06,967576.95
37,2010-08-06,508576.62
37,2010-08-13,491815.83
14,2010-08-13,2052984.81
17,2010-08-13,759995.1799999999
7,2010-08-13,598185.4
32,2010-08-13,1157975.68
3,2010-08-13,339597.38
21,2010-08-13,793589.18
2,2010-08-13,1895601.05
30,2010-08-13,444160.07
10,2010-08-13,1962996.7
13,2010-08-13,1877592.55
44,2010-08-13,291028.08999999997
22,2010-08-13,993097.4299999999
33,2010-08-13,265367.51
25,2010-08-13,686072.39
36,2010-08-13,470436.8
27,2010-08-13,1864436.12
43,2010-08-13,713479.91
35,2010-08-13,1090587.5
12,2010-08-13,928264.4
38,2010-08-13,341400.72000000003
16,2010-08-13,543757.97
15,2010-08-13,622437.08
45,2010-08-13,722262.21
6,2010-08-13,1547654.98
34,2010-08-13,951208.65
40,2010-08-13,924011.76
24,2010-08-13,1384243.75
9,2010-08-13,481897.98000000004
5,2010-08-13,286477.35
42,2010-08-13,583079.97
4,2010-08-13,2007050.75
20,2010-08-13,2071022.45
23,2010-08-13,1346345.97
8,2010-08-13,867919.21
28,2010-08-13,1218688.09
31,2010-08-13,1327719.34
26,2010-08-13,1011938.29
41,2010-08-13,1285976.53
11,2010-08-13,1384339.1
1,2010-08-13,1508237.76
29,2010-08-13,495269.0
39,2010-08-13,1371465.66
18,2010-08-13,1084722.78
19,2010-08-13,1418027.08
4,2010-08-20,1997181.09
18,2010-08-20,1141860.67
27,2010-08-20,1936878.46
3,2010-08-20,351728.21
40,2010-08-20,932397.0
20,2010-08-20,1975374.56
29,2010-08-20,531640.1900000001
16,2010-08-20,521516.96
23,2010-08-20,1439901.05
25,2010-08-20,724499.8099999999
30,2010-08-20,447139.8
1,2010-08-20,1513080.49
44,2010-08-20,284740.5
38,2010-08-20,329139.73
12,2010-08-20,948447.34
8,2010-08-20,870676.4400000001
15,2010-08-20,637090.44
35,2010-08-20,1033719.5
10,2010-08-20,1983190.56
31,2010-08-20,1376571.21
34,2010-08-20,985152.9400000001
41,2010-08-20,1353838.39
42,2010-08-20,500945.63
28,2010-08-20,1195897.6
6,2010-08-20,1539930.5
43,2010-08-20,712869.09
17,2010-08-20,783929.7
11,2010-08-20,1430192.3699999999
37,2010-08-20,486930.72
26,2010-08-20,1007385.36
5,2010-08-20,287205.38
36,2010-08-20,437949.9
22,2010-08-20,1017045.4400000001
7,2010-08-20,582353.17
14,2010-08-20,2057138.31
13,2010-08-20,1997397.6300000001
2,2010-08-20,1964335.23
19,2010-08-20,1419383.19
32,2010-08-20,1189887.8599999999
33,2010-08-20,230519.49
39,2010-08-20,1471816.52
24,2010-08-20,1375307.54
9,2010-08-20,499325.38
21,2010-08-20,848873.28
45,2010-08-20,708568.29
22,2010-08-27,1081420.96
2,2010-08-27,1863840.49
11,2010-08-27,1311263.07
23,2010-08-27,1584623.3599999999
1,2010-08-27,1449142.92
41,2010-08-27,1173131.63
7,2010-08-27,554309.24
17,2010-08-27,802583.89
35,2010-08-27,917693.06
12,2010-08-27,1004516.46
34,2010-08-27,855421.39
18,2010-08-27,1214302.76
44,2010-08-27,293155.08
25,2010-08-27,711461.95
36,2010-08-27,412050.73000000004
45,2010-08-27,721744.33
13,2010-08-27,1908278.27
33,2010-08-27,224031.19
40,2010-08-27,922328.02
24,2010-08-27,1350059.35
29,2010-08-27,545766.13
6,2010-08-27,1450766.1199999999
43,2010-08-27,655284.6900000001
28,2010-08-27,1191585.92
21,2010-08-27,855882.57
38,2010-08-27,322868.56
20,2010-08-27,1946369.57
16,2010-08-27,581010.52
37,2010-08-27,512157.25
14,2010-08-27,2020332.07
4,2010-08-27,1848403.92
3,2010-08-27,362134.08999999997
31,2010-08-27,1326621.98
8,2010-08-27,888816.78
15,2010-08-27,649791.15
32,2010-08-27,1140501.03
5,2010-08-27,288519.75
42,2010-08-27,465993.51
9,2010-08-27,506789.66
19,2010-08-27,1557888.16
39,2010-08-27,1417515.93
26,2010-08-27,977322.52
10,2010-08-27,1727565.42
27,2010-08-27,1870684.21
30,2010-08-27,443810.77999999997
6,2010-09-03,1510925.32
16,2010-09-03,542087.89
36,2010-09-03,431294.45
17,2010-09-03,834373.73
41,2010-09-03,1223355.5
43,2010-09-03,689326.91
13,2010-09-03,1911852.58
34,2010-09-03,964356.74
12,2010-09-03,1075758.55
38,2010-09-03,377096.55
11,2010-09-03,1303914.27
18,2010-09-03,1187359.77
37,2010-09-03,510427.53
26,2010-09-03,1037549.7100000001
7,2010-09-03,532765.05
5,2010-09-03,323798.0
14,2010-09-03,2182563.66
4,2010-09-03,1935857.58
8,2010-09-03,899036.47
19,2010-09-03,1623519.6400000001
22,2010-09-03,1074535.88
9,2010-09-03,511049.06
24,2010-09-03,1366381.6
2,2010-09-03,1904608.09
45,2010-09-03,790144.7
32,2010-09-03,1095932.51
39,2010-09-03,1345167.61
40,2010-09-03,976453.34
33,2010-09-03,237405.82
28,2010-09-03,1523410.71
20,2010-09-03,2121561.41
3,2010-09-03,366473.97000000003
42,2010-09-03,524658.0599999999
31,2010-09-03,1302047.48
44,2010-09-03,295880.12
15,2010-09-03,638647.21
1,2010-09-03,1540163.53
10,2010-09-03,1766331.45
25,2010-09-03,685700.08
35,2010-09-03,948660.79
30,2010-09-03,461548.98
27,2010-09-03,1908110.9
23,2010-09-03,1405119.23
21,2010-09-03,727772.8
29,2010-09-03,579272.38
22,2010-09-10,924174.4
24,2010-09-10,1474498.59
30,2010-09-10,455162.92
2,2010-09-10,1839128.83
25,2010-09-10,655811.9500000001
45,2010-09-10,721460.22
9,2010-09-10,484835.2
32,2010-09-10,1028635.39
39,2010-09-10,1279666.47
41,2010-09-10,1172672.27
42,2010-09-10,589091.04
44,2010-09-10,283455.13
19,2010-09-10,1591453.39
10,2010-09-10,1720530.23
26,2010-09-10,1042226.2999999999
5,2010-09-10,306533.08
6,2010-09-10,1424225.44
27,2010-09-10,1913494.81
43,2010-09-10,722120.04
28,2010-09-10,1246062.17
1,2010-09-10,1507460.69
8,2010-09-10,831425.2
33,2010-09-10,272834.88
36,2010-09-10,434471.38
38,2010-09-10,336227.69
21,2010-09-10,674055.81
12,2010-09-10,903119.03
34,2010-09-10,932240.96
13,2010-09-10,1772143.94
35,2010-09-10,961685.98
16,2010-09-10,537518.57
11,2010-09-10,1231428.46
15,2010-09-10,641965.2
31,2010-09-10,1308179.02
3,2010-09-10,352260.97
17,2010-09-10,1200888.28
37,2010-09-10,510296.07
23,2010-09-10,1272842.85
14,2010-09-10,2191767.7600000002
18,2010-09-10,1011201.12
29,2010-09-10,491290.37
20,2010-09-10,2014954.79
4,2010-09-10,1865820.81
40,2010-09-10,967310.8200000001
7,2010-09-10,535769.32
23,2010-09-17,1159132.58
43,2010-09-17,725043.04
38,2010-09-17,336253.19
12,2010-09-17,852882.61
34,2010-09-17,885445.47
6,2010-09-17,1308537.75
27,2010-09-17,1629978.46
5,2010-09-17,282558.65
35,2010-09-17,831443.61
8,2010-09-17,836707.85
4,2010-09-17,1899959.61
20,2010-09-17,1948359.78
19,2010-09-17,1386789.31
42,2010-09-17,536871.58
40,2010-09-17,855046.95
24,2010-09-17,1273295.46
45,2010-09-17,716987.5800000001
15,2010-09-17,583210.87
9,2010-09-17,463448.58999999997
1,2010-09-17,1430378.67
17,2010-09-17,871264.25
29,2010-09-17,463752.89
31,2010-09-17,1294105.01
11,2010-09-17,1215676.31
28,2010-09-17,1159812.35
25,2010-09-17,628989.88
14,2010-09-17,1953539.85
30,2010-09-17,462058.19
37,2010-09-17,501251.39999999997
36,2010-09-17,454694.21
22,2010-09-17,918285.97
16,2010-09-17,522049.51999999996
13,2010-09-17,1790279.74
2,2010-09-17,1793903.5999999999
7,2010-09-17,489408.53
32,2010-09-17,1043962.36
44,2010-09-17,279364.13
18,2010-09-17,997998.21
41,2010-09-17,1111170.91
10,2010-09-17,1716755.78
3,2010-09-17,363064.64
26,2010-09-17,923473.7
33,2010-09-17,246277.18
21,2010-09-17,684340.86
39,2010-09-17,1252915.43
3,2010-09-24,355626.87
7,2010-09-24,488008.83
21,2010-09-24,671688.06
37,2010-09-24,494265.48
35,2010-09-24,758069.78
41,2010-09-24,1110941.78
40,2010-09-24,844373.3099999999
30,2010-09-24,448392.17
29,2010-09-24,465338.41
16,2010-09-24,511330.32
8,2010-09-24,773725.08
31,2010-09-24,1230250.25
17,2010-09-24,852876.2899999999
13,2010-09-24,1705655.09
34,2010-09-24,867539.07
38,2010-09-24,330604.89999999997
33,2010-09-24,231976.84
11,2010-09-24,1170103.25
12,2010-09-24,851919.34
36,2010-09-24,419348.58999999997
18,2010-09-24,950862.92
4,2010-09-24,1810684.68
14,2010-09-24,1879891.13
43,2010-09-24,650263.95
20,2010-09-24,1789687.65
28,2010-09-24,1111797.21
5,2010-09-24,293131.58
10,2010-09-24,1655036.75
27,2010-09-24,1597002.71
6,2010-09-24,1275591.84
26,2010-09-24,868636.3
39,2010-09-24,1199449.54
19,2010-09-24,1318343.58
9,2010-09-24,452905.22
23,2010-09-24,1099055.65
45,2010-09-24,678228.58
32,2010-09-24,1067432.1
15,2010-09-24,548542.47
44,2010-09-24,281313.77999999997
24,2010-09-24,1169413.27
2,2010-09-24,1724557.22
1,2010-09-24,1351791.03
25,2010-09-24,607819.33
22,2010-09-24,902779.25
42,2010-09-24,492262.95999999996
23,2010-10-01,1129909.44
10,2010-10-01,1645892.97
15,2010-10-01,566945.95
1,2010-10-01,1453329.5
41,2010-10-01,1109216.35
25,2010-10-01,658640.14
42,2010-10-01,481523.93
27,2010-10-01,1543532.83
19,2010-10-01,1379456.3
29,2010-10-01,474698.01
30,2010-10-01,445475.3
44,2010-10-01,300152.45
28,2010-10-01,1203080.41
18,2010-10-01,948977.5
31,2010-10-01,1213981.6400000001
21,2010-10-01,677158.39
17,2010-10-01,829207.27
11,2010-10-01,1182490.46
26,2010-10-01,923221.52
45,2010-10-01,690007.76
22,2010-10-01,905987.17
32,2010-10-01,1061089.56
39,2010-10-01,1219583.91
9,2010-10-01,495692.19
3,2010-10-01,358784.1
14,2010-10-01,1855703.66
37,2010-10-01,529877.9299999999
4,2010-10-01,1842821.02
7,2010-10-01,448998.73
40,2010-10-01,891152.33
36,2010-10-01,422169.47
8,2010-10-01,804105.49
2,2010-10-01,1827440.43
24,2010-10-01,1215273.2
16,2010-10-01,463977.54
13,2010-10-01,1765584.48
34,2010-10-01,865709.11
6,2010-10-01,1328468.89
12,2010-10-01,850936.26
35,2010-10-01,771065.21
33,2010-10-01,224294.39
43,2010-10-01,657108.77
20,2010-10-01,1933719.21
5,2010-10-01,283178.12
38,2010-10-01,360256.58
22,2010-10-08,1015051.62
20,2010-10-08,2060389.27
26,2010-10-08,1001069.52
27,2010-10-08,1707662.87
19,2010-10-08,1428960.72
15,2010-10-08,591603.79
23,2010-10-08,1179851.68
21,2010-10-08,680579.49
25,2010-10-08,674283.86
32,2010-10-08,1085483.44
14,2010-10-08,2091663.2
28,2010-10-08,1334571.87
18,2010-10-08,1107432.71
31,2010-10-08,1300131.68
34,2010-10-08,931710.67
13,2010-10-08,1871924.07
29,2010-10-08,530059.06
17,2010-10-08,827738.06
16,2010-10-08,442894.2
30,2010-10-08,462080.47000000003
24,2010-10-08,1361944.94
33,2010-10-08,266484.19
12,2010-10-08,918335.68
10,2010-10-08,1772192.42
6,2010-10-08,1360317.9
41,2010-10-08,1162042.24
11,2010-10-08,1293472.8
36,2010-10-08,444351.61
1,2010-10-08,1508239.93
45,2010-10-08,745782.1
2,2010-10-08,1849921.44
40,2010-10-08,972405.38
7,2010-10-08,480239.88
37,2010-10-08,524483.65
44,2010-10-08,279524.44
3,2010-10-08,395107.35000000003
9,2010-10-08,505069.21
38,2010-10-08,351271.36
35,2010-10-08,874615.32
43,2010-10-08,713332.54
42,2010-10-08,599759.45
8,2010-10-08,870349.86
39,2010-10-08,1286598.59
5,2010-10-08,290494.85
4,2010-10-08,1951494.85
17,2010-10-15,838297.32
2,2010-10-15,1794355.49
19,2010-10-15,1369317.63
31,2010-10-15,1265852.43
27,2010-10-15,1728388.2
22,2010-10-15,954401.46
13,2010-10-15,1851431.06
5,2010-10-15,280681.2
16,2010-10-15,452169.27999999997
39,2010-10-15,1238742.0
11,2010-10-15,1175003.67
18,2010-10-15,1029618.1
41,2010-10-15,1133913.33
6,2010-10-15,1344580.92
24,2010-10-15,1300806.74
45,2010-10-15,715263.3
36,2010-10-15,453308.15
33,2010-10-15,251732.91999999998
42,2010-10-15,559285.35
7,2010-10-15,463370.48
15,2010-10-15,577011.26
38,2010-10-15,337743.26
20,2010-10-15,1950676.39
43,2010-10-15,699852.68
9,2010-10-15,454769.68
26,2010-10-15,937956.89
30,2010-10-15,453943.89
32,2010-10-15,1096692.88
28,2010-10-15,1158062.99
3,2010-10-15,345584.39
44,2010-10-15,268708.43
34,2010-10-15,888703.62
14,2010-10-15,1932162.63
37,2010-10-15,498925.86
4,2010-10-15,1867345.09
10,2010-10-15,1703850.25
25,2010-10-15,616094.72
40,2010-10-15,917883.17
21,2010-10-15,693412.05
35,2010-10-15,798376.99
8,2010-10-15,826546.96
1,2010-10-15,1459409.1
23,2010-10-15,1119809.71
12,2010-10-15,862419.84
29,2010-10-15,483011.69
11,2010-10-22,1169831.38
14,2010-10-22,1936621.09
29,2010-10-22,505221.17
40,2010-10-22,882180.91
37,2010-10-22,510425.4
5,2010-10-22,284988.27
8,2010-10-22,836419.14
7,2010-10-22,472450.81
45,2010-10-22,730899.37
10,2010-10-22,1740234.06
24,2010-10-22,1234875.33
31,2010-10-22,1262289.29
2,2010-10-22,1737947.64
17,2010-10-22,815093.76
9,2010-10-22,466322.76
38,2010-10-22,339042.18
4,2010-10-22,1927610.06
27,2010-10-22,1693935.29
6,2010-10-22,1332716.53
15,2010-10-22,600395.73
44,2010-10-22,270110.3
41,2010-10-22,1156003.7
18,2010-10-22,1052120.43
19,2010-10-22,1357154.71
12,2010-10-22,857883.46
23,2010-10-22,1147503.92
22,2010-10-22,960998.52
13,2010-10-22,1796949.59
32,2010-10-22,1102185.0
30,2010-10-22,459631.74
1,2010-10-22,1345454.0
35,2010-10-22,827705.82
20,2010-10-22,1893955.27
39,2010-10-22,1261109.01
33,2010-10-22,234175.92
21,2010-10-22,710668.45
43,2010-10-22,680943.03
3,2010-10-22,348895.98
16,2010-10-22,541216.92
28,2010-10-22,1120619.32
36,2010-10-22,424956.3
34,2010-10-22,936293.6
26,2010-10-22,916522.66
25,2010-10-22,661644.19
42,2010-10-22,522467.51
36,2010-10-29,392654.26
20,2010-10-29,1891816.0
11,2010-10-29,1195036.0
5,2010-10-29,278031.81
33,2010-10-29,213538.32
4,2010-10-29,1933333.0
7,2010-10-29,465493.15
40,2010-10-29,875038.84
44,2010-10-29,286497.49
1,2010-10-29,1384209.22
18,2010-10-29,1038576.54
13,2010-10-29,1887895.07
31,2010-10-29,1257921.28
12,2010-10-29,955294.7
2,2010-10-29,1802755.11
41,2010-10-29,1144854.56
8,2010-10-29,830756.76
32,2010-10-29,1115138.51
30,2010-10-29,438334.39
35,2010-10-29,857797.33
39,2010-10-29,1294769.08
3,2010-10-29,348591.74
34,2010-10-29,926294.02
21,2010-10-29,731756.65
42,2010-10-29,476967.65
43,2010-10-29,610076.32
16,2010-10-29,495022.51
28,2010-10-29,1231688.48
26,2010-10-29,895069.88
25,2010-10-29,674458.03
6,2010-10-29,1385323.7
14,2010-10-29,1984768.34
22,2010-10-29,1025766.27
15,2010-10-29,598301.5
27,2010-10-29,1688955.49
19,2010-10-29,1404576.48
9,2010-10-29,508801.61
38,2010-10-29,341219.63
10,2010-10-29,1741308.56
45,2010-10-29,732859.76
29,2010-10-29,527058.59
37,2010-10-29,514485.9
23,2010-10-29,1112871.23
24,2010-10-29,1244925.94
17,2010-10-29,861941.25
2,2010-11-05,1939061.41
4,2010-11-05,2013115.79
12,2010-11-05,929690.7100000001
15,2010-11-05,612987.64
20,2010-11-05,2184316.64
32,2010-11-05,1063056.21
30,2010-11-05,484661.87
3,2010-11-05,423175.56
21,2010-11-05,719888.76
43,2010-11-05,605960.2
28,2010-11-05,1501663.26
26,2010-11-05,970224.51
14,2010-11-05,2078417.47
23,2010-11-05,1203119.96
37,2010-11-05,539683.42
9,2010-11-05,517869.97
38,2010-11-05,380870.09
25,2010-11-05,696314.53
44,2010-11-05,270516.84
5,2010-11-05,325310.3
7,2010-11-05,480512.44
40,2010-11-05,968270.66
33,2010-11-05,246124.61
10,2010-11-05,1832211.96
22,2010-11-05,1006888.16
17,2010-11-05,818434.49
16,2010-11-05,446905.02
42,2010-11-05,565390.4
24,2010-11-05,1285358.01
29,2010-11-05,521002.97
41,2010-11-05,1163878.49
45,2010-11-05,764014.0599999999
18,2010-11-05,1089530.94
6,2010-11-05,1505442.15
11,2010-11-05,1332759.13
1,2010-11-05,1551659.28
36,2010-11-05,405860.37
31,2010-11-05,1324455.72
13,2010-11-05,1854967.66
39,2010-11-05,1293707.19
34,2010-11-05,972292.3099999999
35,2010-11-05,843755.12
27,2010-11-05,1686010.02
19,2010-11-05,1435379.25
8,2010-11-05,927266.34
28,2010-11-12,1266460.45
6,2010-11-12,1495536.46
19,2010-11-12,1490235.86
3,2010-11-12,386635.03
26,2010-11-12,971193.01
14,2010-11-12,2092189.06
5,2010-11-12,301827.36
16,2010-11-12,453632.76
37,2010-11-12,517546.69
44,2010-11-12,281909.79
18,2010-11-12,1081322.12
11,2010-11-12,1281675.6
45,2010-11-12,765648.93
8,2010-11-12,911538.98
25,2010-11-12,713250.08
32,2010-11-12,1141019.1099999999
10,2010-11-12,1895901.59
15,2010-11-12,619639.74
42,2010-11-12,588592.61
7,2010-11-12,507584.29
9,2010-11-12,520846.68
24,2010-11-12,1312877.01
22,2010-11-12,1043698.64
1,2010-11-12,1494479.49
12,2010-11-12,942475.24
27,2010-11-12,1828010.25
38,2010-11-12,340147.2
13,2010-11-12,1939964.6300000001
30,2010-11-12,431266.64
17,2010-11-12,855459.96
40,2010-11-12,935481.32
29,2010-11-12,524450.7
43,2010-11-12,595421.23
20,2010-11-12,2187765.28
21,2010-11-12,735796.38
34,2010-11-12,979730.78
35,2010-11-12,870914.69
39,2010-11-12,1291398.71
33,2010-11-12,272803.94
36,2010-11-12,425804.8
2,2010-11-12,1916812.74
41,2010-11-12,1175326.23
23,2010-11-12,1387953.75
31,2010-11-12,1352780.76
4,2010-11-12,1999794.26
40,2010-11-19,852452.93
24,2010-11-19,1277150.6
9,2010-11-19,519823.3
32,2010-11-19,1150729.89
3,2010-11-19,372545.32
10,2010-11-19,1949177.13
27,2010-11-19,1704785.74
43,2010-11-19,589467.35
29,2010-11-19,508174.55
6,2010-11-19,1518841.45
21,2010-11-19,756288.89
45,2010-11-19,723987.85
37,2010-11-19,518124.16
16,2010-11-19,458634.68
39,2010-11-19,1370659.54
14,2010-11-19,1968462.58
30,2010-11-19,423707.69
26,2010-11-19,901972.7000000001
28,2010-11-19,1179315.72
41,2010-11-19,1172155.28
8,2010-11-19,885608.04
34,2010-11-19,955766.33
22,2010-11-19,985896.4400000001
23,2010-11-19,1314994.32
12,2010-11-19,894493.7
11,2010-11-19,1292346.57
33,2010-11-19,224639.76
20,2010-11-19,2105058.91
36,2010-11-19,411615.71
5,2010-11-19,297384.81
13,2010-11-19,1925393.91
17,2010-11-19,782252.57
31,2010-11-19,1359158.57
44,2010-11-19,284322.52
38,2010-11-19,348593.99
18,2010-11-19,1045722.37
42,2010-11-19,524316.21
1,2010-11-19,1483784.18
25,2010-11-19,718056.73
4,2010-11-19,2097809.4
7,2010-11-19,482528.36
35,2010-11-19,846850.35
15,2010-11-19,608200.81
19,2010-11-19,1377593.1
2,2010-11-19,1956739.17
34,2010-11-26,1309476.68
6,2010-11-26,2267452.4
20,2010-11-26,2811634.04
22,2010-11-26,1564502.26
3,2010-11-26,565567.84
4,2010-11-26,2789469.45
29,2010-11-26,975268.91
33,2010-11-26,240044.57
41,2010-11-26,1866681.57
18,2010-11-26,1653759.36
21,2010-11-26,1245628.61
36,2010-11-26,408891.49
